ID,Name,Description
180940000,Noah Weak Giant Windforce,"<b><font color=@#3399FF@>I... Like this hill...</font>  <font color=@#3399FF@>All my resentments seem to get blown  away as I enjoy the breeze here...</font>  <font color=@#3399FF@>Our resentment toward the god Logos...  And regarding the fate of our race...</font>  <font color=@#3399FF@>The wind seems to whisper to me, that... They are just </font> <font color=@#FF3300@>Devils</font><font color=@#3399FF@>, that’s all...</font> </b> -From some scribbles on  a tombstone..."
180950000,Noah Lousy Pickpocket Windforce,"<b><font color=@#3399FF@>I... Like this hill...</font>  <font color=@#3399FF@>All my resentments seem to get blown  away as I enjoy the breeze here...</font>  <font color=@#3399FF@>Our resentment toward the god Logos...  And regarding the fate of our race...</font>  <font color=@#3399FF@>The wind seems to whisper to me, that... They are just </font> <font color=@#FF3300@>Devils</font><font color=@#3399FF@>, that’s all...</font> </b> -From some scribbles on  a tombstone..."
180960000,Noah Undefeatable Windforce,"<b><font color=@#3399FF@>I... Like this hill...</font>  <font color=@#3399FF@>All my resentments seem to get blown  away as I enjoy the breeze here...</font>  <font color=@#3399FF@>Our resentment toward the god Logos...  And regarding the fate of our race...</font>  <font color=@#3399FF@>The wind seems to whisper to me, that... They are just </font> <font color=@#FF3300@>Devils</font><font color=@#3399FF@>, that’s all...</font> </b> -From some scribbles on  a tombstone..."
181010000,Salamander Staff,A Staff imbued with the  power of fiery sand.
181011000,Salamander Staff,A Staff imbued with  the power of fiery snake.
181012000,Salamander Staff,"A Staff imbued with the power  of fiery snake.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
181022000,Salamander Staff,"A Staff imbued with the power of  fiery snake. It was added as  a popular addition, and sold at  cheap prices to NPC mechants."
181110000,Elixir Staff,A Magical Staff imbued  with the power of  immortality by using alchemy.
181111000,Elixir Staff,A Magical Staff imbued  with the power of  immortality by using alchemy.
181210000,Exceptional Elixir Staff,A Magical Staff imbued  with the power of  immortality by using alchemy.
181211000,Exceptional Elixir Staff,A Magical Staff imbued  with the power of  immortality by using alchemy.
181420000,Novice Staff 2,Novice Magician’s Staff
181430000,Training Magician’s Staff 1,Training Magician’s Staff
181440000,Training Magician’s Staff 2,Training Magician’s Staff
181450000,Skilled Magician’s Staff 1,Skilled Magician’s Staff
181460000,Skilled Magician’s Staff 2,Skilled Magician’s Staff
181470000,Novice Staff 1,Novice Magician’s Staff
181480000,Training Staff ,Training Magician’s Staff
181510000,Decayed Bone Staff,
182110000,Deruvish cane,Deruvish cane
182410000,Undefeatable Fulitol,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul</font> </b><b><font color=@#FF3300@>Fire King, and</font><font color=@#FFCC33@> Keeper of the Flame.</font> <font color=@#3399FF@>..Fulitol gave us fire,</font> <font color=@#3399FF@>and we are no longer the children of Logos</font> </b>-From the second lost page.."
182411000,Undefeatable Fulitol,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul</font> </b><b><font color=@#FF3300@>Fire King, and</font><font color=@#FFCC33@> Keeper of the Flame.</font> <font color=@#3399FF@>..Fulitol gave us fire,</font> <font color=@#3399FF@>and we are no longer the children of Logos</font> </b>-From the second lost page.."
182420000,Trainer Kate Fulitol,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul</font> </b><b><font color=@#FF3300@>Fire King, and</font><font color=@#FFCC33@> Keeper of the Flame.</font> <font color=@#3399FF@>..Fulitol gave us fire,</font> <font color=@#3399FF@>and we are no longer the children of Logos</font> </b>-From the second lost page.."
182421000,Trainer Kate Fulitol,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul</font> </b><b><font color=@#FF3300@>Fire King, and</font><font color=@#FFCC33@> Keeper of the Flame.</font> <font color=@#3399FF@>..Fulitol gave us fire,</font> <font color=@#3399FF@>and we are no longer the children of Logos</font> </b>-From the second lost page.."
182430000,Aztec Gold Fulitol,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul</font> </b><b><font color=@#FF3300@>Fire King, and</font><font color=@#FFCC33@> Keeper of the Flame.</font> <font color=@#3399FF@>..Fulitol gave us fire,</font> <font color=@#3399FF@>and we are no longer the children of Logos</font> </b>-From the second lost page.."
182431000,Aztec Gold Fulitol,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul</font> </b><b><font color=@#FF3300@>Fire King, and</font><font color=@#FFCC33@> Keeper of the Flame.</font> <font color=@#3399FF@>..Fulitol gave us fire,</font> <font color=@#3399FF@>and we are no longer the children of Logos</font> </b>-From the second lost page.."
182910000,Noah Undefeatable Fulitol,"<b><font color=@#FFCC33@>One of Marce Krowaz’s first  class NightMares</font> </b> <b><font color=@#FF3300@>Fire Nation’s Governor</font> <font color=@#FFCC33@> and the King of Fire.</font>  <font color=@#3399FF@>... As Fulitol gave us the fire,</font>  <font color=@#3399FF@> we are no longer the children of Logos...</font> </b> -From the Second Lost Page..."
182920000,Noah Trainer Kate Fulitol,"<b><font color=@#FFCC33@>One of Marce Krowaz’s first  class NightMares</font> </b> <b><font color=@#FF3300@>Fire Nation’s Governor</font> <font color=@#FFCC33@> and the King of Fire.</font>  <font color=@#3399FF@>... As Fulitol gave us the fire,</font>  <font color=@#3399FF@> we are no longer the children of Logos...</font> </b> -From the Second Lost Page..."
182930000,Noah Aztec Gold Fulitol,"<b><font color=@#FFCC33@>One of Marce Krowaz’s first  class NightMares</font> </b> <b><font color=@#FF3300@>Fire Nation’s Governor</font> <font color=@#FFCC33@> and the King of Fire.</font>  <font color=@#3399FF@>... As Fulitol gave us the fire,</font>  <font color=@#3399FF@> we are no longer the children of Logos...</font> </b> -From the Second Lost Page..."
183230000,Aztec Gold Molok,"<b><font color=@#FFCC33@>Krowaz’s main priestess.</font> </b><b><font color=@#3399FF@>She is called the Queen of Tears</font><font color=@#FFCC33@>, betrayer</font> <font color=@#FFCC33@>of Logos, </font> <font color=@#FFCC33@>the creator</font><font color=@#FF3300@> who never </font><font color=@#FFCC33@>forgives.</font> </b>-From the second lost page.."
183231000,Aztec Gold Molok,"<b><font color=@#FFCC33@>Krowaz’s main priestess.</font> </b><b><font color=@#3399FF@>She is called the Queen of Tears</font><font color=@#FFCC33@>, betrayer</font> <font color=@#FFCC33@>of Logos, </font> <font color=@#FFCC33@>the creator</font><font color=@#FF3300@> who never </font><font color=@#FFCC33@>forgives.</font> </b>-From the second lost page.."
183410000,Undefeatable Molok,"<b><font color=@#FFCC33@>Krowaz’s main priestess.</font> </b><b><font color=@#3399FF@>She is called the Queen of Tears</font><font color=@#FFCC33@>, betrayer</font> <font color=@#FFCC33@>of Logos, </font> <font color=@#FFCC33@>the creator</font><font color=@#FF3300@> who never </font><font color=@#FFCC33@>forgives.</font> </b>-From the second lost page.."
183411000,Undefeatable Molok,"<b><font color=@#FFCC33@>Krowaz’s main priestess.</font> </b><b><font color=@#3399FF@>She is called the Queen of Tears</font><font color=@#FFCC33@>, betrayer</font> <font color=@#FFCC33@>of Logos, </font> <font color=@#FFCC33@>the creator</font><font color=@#FF3300@> who never </font><font color=@#FFCC33@>forgives.</font> </b>-From the second lost page.."
183420000,Trainer Kate Molok,"<b><font color=@#FFCC33@>Krowaz’s main priestess.</font> </b><b><font color=@#3399FF@>She is called the Queen of Tears</font><font color=@#FFCC33@>, betrayer</font> <font color=@#FFCC33@>of Logos, </font> <font color=@#FFCC33@>the creator</font><font color=@#FF3300@> who never </font><font color=@#FFCC33@>forgives.</font> </b>-From the second lost page.."
183421000,Trainer Kate Molok,"<b><font color=@#FFCC33@>Krowaz’s main priestess.</font> </b><b><font color=@#3399FF@>She is called the Queen of Tears</font><font color=@#FFCC33@>, betrayer</font> <font color=@#FFCC33@>of Logos, </font> <font color=@#FFCC33@>the creator</font><font color=@#FF3300@> who never </font><font color=@#FFCC33@>forgives.</font> </b>-From the second lost page.."
183730000,Noah Aztec Gold Molok,"<b><font color=@#FFCC33@>A priestress who was close  to Marce Krowaz.</font> </b> <b><font color=@#3399FF@>She was called the Queen of Tears Kingdom,</font> <font color=@#FFCC33@> and</font> <font color=@#FFCC33@> soon the bloody tears of Drakis began  to draw their </font> <font color=@#FFCC33@>creator, </font><font color=@#FF3300@> Logos.</font></b> -From the Second Lost Page..."
183910000,Noah Undefeatable Molok,"<b><font color=@#FFCC33@>A priestress who was close  to Marce Krowaz.</font> </b> <b><font color=@#3399FF@>She was called the Queen of Tears Kingdom,</font> <font color=@#FFCC33@> and</font> <font color=@#FFCC33@> soon the bloody tears of Drakis began  to draw their </font> <font color=@#FFCC33@>creator, </font><font color=@#FF3300@> Logos.</font></b> -From the Second Lost Page..."
183920000,Noah Trainer Kate Molok,"<b><font color=@#FFCC33@>A priestress who was close  to Marce Krowaz.</font> </b> <b><font color=@#3399FF@>She was called the Queen of Tears Kingdom,</font> <font color=@#FFCC33@> and</font> <font color=@#FFCC33@> soon the bloody tears of Drakis began  to draw their </font> <font color=@#FFCC33@>creator, </font><font color=@#FF3300@> Logos.</font></b> -From the Second Lost Page..."
184410000,Undefeatable Faun,<b><font color=@#FFCC33@>Krowaz’s </font><font color=@lime@>night-hag</font><font color=@#FFCC33@>.</font></b> <b><font color=@#FFCC33@>When my knife is stabbing the chest of the God of Logos</font> <font color=@#3399FF@>..Who am I? And Where am I?</font> <font color=@#3399FF@>And you? My arms? Why am I smiling?</font> </b>-From Faun’s diary..
184411000,Undefeatable Faun,<b><font color=@#FFCC33@>Krowaz’s </font><font color=@lime@>night-hag</font><font color=@#FFCC33@>.</font> </b><b><font color=@#FFCC33@>When my knife is stabbing the chest of  the God of Logos</font> <font color=@#3399FF@>..Who am I? And Where am I?</font> <font color=@#3399FF@>And you? My arms? Why am I smiling?</font> </b>-From Faun’s diary..
184420000,Trainer Kate Faun,<b><font color=@#FFCC33@>Krowaz’s </font><font color=@lime@>night-hag</font><font color=@#FFCC33@>.</font></b> <b><font color=@#FFCC33@>When my knife is stabbing the chest of the God of Logos</font> <font color=@#3399FF@>..Who am I? And Where am I?</font> <font color=@#3399FF@>And you? My arms? Why am I smiling?</font> </b>-From Faun’s diary..
184421000,Trainer Kate Faun,<b><font color=@#FFCC33@>Krowaz’s </font><font color=@lime@>night-hag</font><font color=@#FFCC33@>.</font> </b><b><font color=@#FFCC33@>When my knife is stabbing the chest of  the God of Logos</font> <font color=@#3399FF@>..Who am I? And Where am I?</font> <font color=@#3399FF@>And you? My arms? Why am I smiling?</font> </b>-From Faun’s diary..
184430000,Aztec Gold Faun,<b><font color=@#FFCC33@>Krowaz’s </font><font color=@lime@>night-hag</font><font color=@#FFCC33@>.</font></b> <b><font color=@#FFCC33@>When my knife is stabbing the chest of the God of Logos</font> <font color=@#3399FF@>..Who am I? And Where am I?</font> <font color=@#3399FF@>And you? My arms? Why am I smiling?</font> </b>-From Faun’s diary..
184431000,Aztec Gold Faun,<b><font color=@#FFCC33@>Krowaz’s </font><font color=@lime@>night-hag</font><font color=@#FFCC33@>.</font> </b><b><font color=@#FFCC33@>When my knife is stabbing the chest of  the God of Logos</font> <font color=@#3399FF@>..Who am I? And Where am I?</font> <font color=@#3399FF@>And you? My arms? Why am I smiling?</font> </b>-From Faun’s diary..
184910000,Noah Undefeatable Faun,<b><font color=@#FFCC33@>Marce Krowaz’s </font> <font color=@lime@>Night-Hag</font><font color=@#FFCC33@> King</font> </b><b><font color=@#FFCC33@> As I stab the heart of god  Logos with my knife</font>  <font color=@#3399FF@>... Who am I? And where is this place?</font>  <font color=@#3399FF@> And who are you? My arms?  Why am I smiling?</font></b> -From Faun’s diary..
184920000,Noah Trainer Kate Faun,<b><font color=@#FFCC33@>Marce Krowaz’s </font> <font color=@lime@>Night-Hag</font><font color=@#FFCC33@> King</font> </b><b><font color=@#FFCC33@> As I stab the heart of god  Logos with my knife</font>  <font color=@#3399FF@>... Who am I? And where is this place?</font>  <font color=@#3399FF@> And who are you? My arms?  Why am I smiling?</font></b> -From Faun’s diary..
184930000,Noah Aztec Gold Faun,<b><font color=@#FFCC33@>Marce Krowaz’s </font> <font color=@lime@>Night-Hag</font><font color=@#FFCC33@> King</font> </b><b><font color=@#FFCC33@> As I stab the heart of god  Logos with my knife</font>  <font color=@#3399FF@>... Who am I? And where is this place?</font>  <font color=@#3399FF@> And who are you? My arms?  Why am I smiling?</font></b> -From Faun’s diary..
189101000,Wrath of Erenion,<b><font color=@#CC9933@>The Palace Magician </font><font color=@#FFFF33@>Erenion</font> <font color=@#CC9933@> <b><font color=@#CC9933@>His wrath resides in this  powerful </font><font color=@#FF3300@>Fire</font><font color=@#CC9933@> Staff.</font></b>
189102000,Oasis Staff,Cane claimed to be once  owned by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189103000,Noah Oasis of Scorched Desert,Cane claimed to be once owned  by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189111000,Wrath of Erenion,<b><font color=@#CC9933@>The Palace Magician </font><font color=@#FFFF33@>Erenion</font> <font color=@#CC9933@> <b><font color=@#CC9933@>His wrath resides in this  powerful </font><font color=@#FF3300@>Fire</font><font color=@#CC9933@> Staff.</font></b>
189112000,Oasis Staff,Cane claimed to be once  owned by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189121000,Noah Erenion’s Anger,Contains strong flame power.
189201000,Glacier Erenion,<b><font color=@#CC9933@>The Palace Magician </font><font color=@#FFFF33@>Erenion</font> <font color=@#CC9933@> <b><font color=@#CC9933@>His glacial blood is contained  in this powerful </font></b><font color=@#00CCFF@>Glacial<font color=@#CC9933@><b><font color=@#CC9933@> Staff.</font></b></font></b>
189202000,Chaotic Staff,Cane claimed to be once  owned by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189203000,Noah Chaos of Scorched Desert,Cane claimed to be once owned  by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189211000,Glacial Erenion,<b><font color=@#CC9933@>The Palace Magician </font><font color=@#FFFF33@>Erenion</font> <font color=@#CC9933@> <b><font color=@#CC9933@>His glacial blood is contained  in this powerful </font></b><font color=@#00CCFF@>Glacial<font color=@#CC9933@><b><font color=@#CC9933@> Staff.</font></b></font></b>
189212000,Chaotic Staff,Cane claimed to be once  owned by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189221000,Glacier of Noah Erenion,Contains strong glacier power.
189301000,Lightning Erenion,<b><font color=@#CC9933@>The Palace Magician </font><font color=@#FFFF33@>Erenion</font> <font color=@#CC9933@> <b><font color=@#CC9933@>His cruelty permeates this powerful </font></b><font color=@#FFFF99@>Lightning<font color=@#CC9933@><b><font color=@#CC9933@> Staff.</font></b></font></b>
189302000,Scorching Staff,Cane claimed to be once  owned by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189303000,Noah Thirst of Scorched Desert,Cane claimed to be once owned  by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189311000,Lightning Erenion,<b><font color=@#CC9933@>The Palace Magician </font><font color=@#FFFF33@>Erenion</font> <font color=@#CC9933@> <b><font color=@#CC9933@>His cruelty permeates this powerful </font></b><font color=@#FFFF99@>Lightning<font color=@#CC9933@><b><font color=@#CC9933@> Staff.</font></b></font></b>
189312000,Scorching Staff,Cane claimed to be once  owned by Deruvish As the owner of  the scorched land the powerful Magical  beings wander around the  Eslant Desert.
189321000,Cruelty of Noah Erenion,Contains strong lightning power.
189401000,Ron’s Staff,<b><font color=@#CC9933@>Magician of Brisbia</font><font color=@#CC6699@> Ron</font><font color=@#CC9933@>. <b><font color=@#CC9933@>Said to have been missing since  his battle against manticore. <b><font color=@#CC9933@>His </font><font color=@#CC99FF@>knowledge</font><font color=@#CC9933@> still remains.</font></b>
189411000,Ron’s Staff,<b><font color=@#CC9933@>Magician of Brisbia</font><font color=@#CC6699@> Ron</font><font color=@#CC9933@>. <b><font color=@#CC9933@>Said to have been missing since  his battle against manticore. <b><font color=@#CC9933@>His </font><font color=@#CC99FF@>knowledge</font><font color=@#CC9933@> still remains.</font></b>
189421000,Noah Ron’s Intelligence,<b><font color=@#CC9933@>Magician of Brisbia</font><font color=@#CC6699@>Ron</font><font color=@#CC9933@>. <b><font color=@#CC9933@>Said to have been missing since his battle against manticore. <b><font color=@#CC9933@>His </font> <font color=@#CC99FF@>knowledge</font><font color=@#CC9933@> still remains.</font></b>
189501000,Monk’s Staff of Destruction,A great priest designed it.
189503000,Magic Cleaning Tool,A broomstick which is made  with hairs of magician  Originally used as a cleaning tool  But also effective to increase MP
189504000,Magical Umbrella," You can stand under my Umbrella, ella, ella, ella. "
189601000,Hell Blood,<p><font color=@#FFCC33@><b>7 of </b></font><font color=@#9933FF@><b>God of Disaster</b></font><font color=@#FFCC33@><b> that is calling for </b></font></p><p><font color=@#9999FF@><b>Ancient Blood Ritual</b></font><font color=@#FFCC33@><b> Staff</b></font></p>
189602000,Garp,<p><b><font color=@#FF0033@>Cypher</font><font color=@#FFCC33@>’s Remnants of Consciousness is contained so that </font></b></p><p><b><font color=@#FFCC33@>the will power will be </font><font color=@#00CCFF@>lost</font><font color=@#FFCC33@> instantly</font></b></p>
189603000,Elysium,"<p><b><font color=@#FFCC33@>Among the 7 disasters,  </font><font color=@#99FF33@>Envy</font><font color=@#FFCC33@>’s desire to destroy.</font></b></p>"
189611000,Hell Blood,<p><font color=@#FFCC33@><b>7 of </b></font><font color=@#9933FF@><b>God of Disaster</b></font><font color=@#FFCC33@><b> that is calling for </b></font></p><p><font color=@#9999FF@><b>Ancient Blood Ritual</b></font><font color=@#FFCC33@><b> Staff</b></font></p>
189612000,Garp,<p><b><font color=@#FF0033@>Cypher</font><font color=@#FFCC33@>’s Remnants of Consciousness is contained so that </font></b></p><p><b><font color=@#FFCC33@>the will power will be </font><font color=@#00CCFF@>lost</font><font color=@#FFCC33@> instantly</font></b></p>
189613000,Elysium,"<p><b><font color=@#FFCC33@>Among the 7 disasters,  </font><font color=@#99FF33@>Envy</font><font color=@#FFCC33@>’s desire to destroy.</font></b></p>"
189621000,Noah Hell Blood,<p><font color=@#FFCC33@><b>7 of </b></font><font color=@#9933FF@><b>God of Disaster</b></font><font color=@#FFCC33@><b> that is calling for </b></font></p><p><font color=@#9999FF@><b>Ancient Blood Ritual</b></font><font color=@#FFCC33@><b> Staff</b></font></p>
189622000,Noah Garuph,<p><b><font color=@#FF0033@>Cypher</font><font color=@#FFCC33@>’s Remnants of Consciousness is contained so that </font></b></p><p><b><font color=@#FFCC33@>the will power will be </font><font color=@#00CCFF@>lost</font><font color=@#FFCC33@>instantly</font></b></p>
189623000,Noah Eregium,"<p><b><font color=@#FFCC33@>Among the 7 disasters, </font> <font color=@#99FF33@>Envy</font><font color=@#FFCC33@>’s desire to destroy.</font></b></p>"
190010000,Priest Mace,Basic Priest Item
190050000,Priest Mace,Basic Priest Item
190210000,Priest Maul,A maul that has been  modified to be more  convenient for priests.
190250000,Priest Morning Star,
190251000,Priest Morning Star,
190290000,Priest Maul,Maul that has been  modified to be more  convenient for priests.  (Quest Item)
190410000,Priest Mace,A mace that has been  modified to be more  convenient for priests.
190450000,Priest Iron Star,Priest Iron Star
190610000,Priest War Hammer,A hammer that has been  modified to be more  convenient for priests.
190611000,Priest War Hammer,
190612000,Priest War Hammer,A hammer upgraded for a priest. A popular addition. Sells cheaply to NPC merchants...
190650000,Priest Spike Club,Priest Spike Club
190710000,Priest Breaker,A Breaker that has  been modified to be more  convenient for priests.
190712000,Priest Breaker,A Breaker upgraded  for a priest.  A popular addition.  Sells cheaply to NPC merchants...
190810000,Priest Hacker,A hacker that has  been modified to be  convenient for priests.
190812000,Priest Hacker,"A hacker that has been modified  to be convenient for priests.  It was added as a popular addition,  and sold at cheap prices  to NPC mechants."
190910000,Priest Cracker,A cracker that has  been modified to be more  convenient for priests.
190912000,Priest Cracker,"A cracker that has been modified  to be more convenient for priests.  It was added as a popular addition,  and sold at cheap prices  to NPC mechants."
191010000,Priest Bone crasher,A crasher that has  been modified to be more  convenient for priests.
191011000,Priest Bone crasher,A crasher that has  been modified to be more  convenient for priests.
191012000,Priest Bone crasher,"A crasher that has been modified  to be more convenient for priests.  It was added as a popular addition,  and sold at cheap prices  to NPC mechants."
191022000,Priest Bone crasher,"A crasher that has been modified  to be more convenient for priests.  It was added as a popular addition,  and sold at cheap prices  to NPC mechants."
191110000,Priest Impact,An impact that has  been modified to be more  convenient for priests.
191111000,Priest Impact,An impact that has  been modified to be more  convenient for priests.
191112000,Priest Impact,An impact upgraded  for a priest.  A popular addition.  Sells cheaply to NPC merchants...
191113000,Priest Impact,An impact upgraded for  a priest.  A popular addition.  Sells cheaply to NPC merchants...
191210000,Exceptional Priest Impact,An impact that has  been modified to be more  convenient for priests.
191211000,Exceptional Priest Impact,An impact that has  been modified to be more  convenient for priests.
191304000,New El Morad Weapon,
191305000,Hrunting,A legendary weapon crafted by collecting Fragments of Chaos found in Chaos.
191306000,Ascalon,A legendary weapon crafted by collecting Fragments of Chaos found in Chaos.
191307000,Gungnir,A legendary weapon crafted by collecting Fragments of Chaos found in Chaos.
191308000,Saronga,A legendary weapon crafted by collecting Fragments of Chaos found in Chaos.
191309000,Kerykeion,A legendary weapon crafted by collecting Fragments of Chaos found in Chaos.
191310000,Mj?lnir,A legendary weapon crafted by collecting Fragments of Chaos found in Chaos.
191311000,Aegis,A legendary weapon crafted by collecting Fragments of Chaos found in Chaos.
191319000,Bamboo,
191320000,Skewer,
191329000,Smart Castellans sword,Delos Castellan has used it.
191330000,Stern Castellans sword,Delos Castellan has used it.
191331000,Determined decision,Delos Castellan has used it.
191332000,Book of Wisdom (Fire),Delos Castellan has used it.
191333000,Book of Wisdom (Ice),Delos Castellan has used it.
191334000,Book of Wisdom (Lightning),Delos Castellan has used it.
191335000,Castellans teachings,Delos Castellan has used it.
191336000,Dignity of Castellan,Delos Castellan has used it.
191346000,Rods,Tools for fishing
191347000,Golden Fishing rod,Fishing tools necessary for
191402000,New Karus Weapon,
191410000,Novice Mace 1,Novice Priest’s Mace
191420000,Novice Mace 2,Novice Priest’s Mace
191429000,Smart Castellans sword,Delos Castellan has used it.
191430000,Training Priest Mace 1,Training Priest’s Mace
191431000,Stern Castellans sword,Delos Castellan has used it.
191432000,Determined decision,Delos Castellan has used it.
191433000,Book of Wisdom (Fire),Delos Castellan has used it.
191434000,Book of Wisdom (Ice),Delos Castellan has used it.
191435000,Book of Wisdom (Lightning),Delos Castellan has used it.
191436000,Castellans teaching,Delos Castellan has used it.
191437000,Dignity of Castellan,Delos Castellan has used it.
191438000,Intelligent guardian’s ax,Heard that Castellan Delos used it.
191439000,Intelligent guardian’s ax,Heard that Castellan Delos used it.
191440000,Training Priest Mace 2,Training Priest’s Mace
191450000,Skilled Priest Mace 1,Skilled Priest’s Mace
191460000,Skilled Priest Mace 2,Skilled Priest’s Mace
191470000,Training Mace,Training Priest’s Mace
191600000,Halloween’s star cane,Abracadabra
191610000,Halloween Spear,Abracadabra
191620000,Halloween Cane,Abracadabra
191630000,Halloween Spear,Abracadabra
191640000,Huge fan,
197410000,Gab’s Adamant,"<b><font color=@#FFCC33@>This Cursed Soul is not under Krowaz’s control</font> <font color=@#FF3300@>but comes from one of the major noble classes</font><font color=@#FFCC33@>.</font> <font color=@#FFCC33@>It has hundreds of faces, and ruled the western part of the world.</font> <font color=@#FFCC33@>He seldom talks to Drakis.</font> </b>-From the torn record of Draki.."
197411000,Gab’s Adamant,"<b><font color=@#FFCC33@>This Cursed Soul is not under Krowaz’s control</font> <font color=@#FF3300@>but comes from one of the major  noble classes</font><font color=@#FFCC33@>.</font> <font color=@#FFCC33@>It has hundreds of faces, and  ruled the western part of the world.</font> <font color=@#FFCC33@>He seldom talks to Drakis.</font> </b>-From the torn record of Draki.."
197420000,Gab’s Blessing,"<b><font color=@#FFCC33@>This Cursed Soul is not under Krowaz’s control</font> <font color=@#FF3300@>but comes from one of the major noble classes</font><font color=@#FFCC33@>.</font> <font color=@#FFCC33@>It has hundreds of faces, and ruled the western part of the world.</font> <font color=@#FFCC33@>He seldom talks to Drakis.</font> </b>-From the torn record of Draki.."
197421000,Gab’s Blessing,"<b><font color=@#FFCC33@>This Cursed Soul is not under Krowaz’s control</font> <font color=@#FF3300@>but comes from one of the major  noble classes</font><font color=@#FFCC33@>.</font> <font color=@#FFCC33@>It has hundreds of faces, and  ruled the western part of the world.</font> <font color=@#FFCC33@>He seldom talks to Drakis.</font> </b>-From the torn record of Draki.."
197910000,Noah Gab’s Adamant,"<b><font color=@#FFCC33@>Not a NightMare under direct service  of Marce Krowaz, but was </font>  <font color=@#FF3300@>one of the highest noble class</font><font color=@#FFCC33@> devils.</font>  <font color=@#FFCC33@>It had hundreds of faces,  and ruled the western part of the world.</font>  <font color=@#FFCC33@> It sometimes conversed with the Drakis.</font> </b> -From the torn records of Drakis..."
197920000,Noah Gab’s Blessing,"<b><font color=@#FFCC33@>Not a NightMare under direct service  of Marce Krowaz, but was </font>  <font color=@#FF3300@>one of the highest noble class</font><font color=@#FFCC33@> devils.</font>  <font color=@#FFCC33@>It had hundreds of faces,  and ruled the western part of the world.</font>  <font color=@#FFCC33@> It sometimes conversed with the Drakis.</font> </b> -From the torn records of Drakis..."
197930000,Karus Guardian’s Weapon,Karus Guardian’s Weapon
198410000,Undefeatable Leonar,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul, </font> </b><b><font color=@#FFCC33@>Elder Lord of the witch gathering,  lord of black magic</font> <font color=@#3399FF@>..Do not tell us, for we already know.</font> <font color=@#3399FF@>With this power, the rules will change</font><font color=@#FF3300@> forever</font><font color=@#3399FF@> ....</font> </b>-From the second lost page.."
198411000,Undefeatable Leonar,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul, </font> </b><b><font color=@#FFCC33@>Elder Lord of the witch gathering,  lord of black magic</font> <font color=@#3399FF@>..Do not tell us, for we already know.</font> <font color=@#3399FF@>With this power, the rules will change</font><font color=@#FF3300@> forever</font><font color=@#3399FF@> ....</font> </b>-From the second lost page.."
198420000,Weak Giant Leonar,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul, </font> </b><b><font color=@#FFCC33@>Elder Lord of the witch gathering,  lord of black magic</font> <font color=@#3399FF@>..Do not tell us, for we already know.</font> <font color=@#3399FF@>With this power, the rules will change</font><font color=@#FF3300@> forever</font><font color=@#3399FF@> ....</font> </b>-From the second lost page.."
198421000,Weak Giant Leonar,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul, </font> </b><b><font color=@#FFCC33@>Elder Lord of the witch gathering,  lord of black magic</font> <font color=@#3399FF@>..Do not tell us, for we already know.</font> <font color=@#3399FF@>With this power, the rules will change</font><font color=@#FF3300@> forever</font><font color=@#3399FF@> ....</font> </b>-From the second lost page.."
198430000,Mean Leonar,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul, </font> </b><b><font color=@#FFCC33@>Elder Lord of the witch gathering,  lord of black magic</font> <font color=@#3399FF@>..Do not tell us, for we already know.</font> <font color=@#3399FF@>With this power, the rules will change</font><font color=@#FF3300@> forever</font><font color=@#3399FF@> ....</font> </b>-From the second lost page.."
198431000,Mean Leonar,"<b><font color=@#FFCC33@>Krowaz’s first class Cursed Soul, </font> </b><b><font color=@#FFCC33@>Elder Lord of the witch gathering,  lord of black magic</font> <font color=@#3399FF@>..Do not tell us, for we already know.</font> <font color=@#3399FF@>With this power, the rules will change</font><font color=@#FF3300@> forever</font><font color=@#3399FF@> ....</font> </b>-From the second lost page.."
