ID,Name,Level
10828,Blessed Troll King,95
10829,Snake Queen,93
10830,Deruvish founder,93
10831,Harpy Queen,94
10832,Talos,94
10833,Orc bandit leader,94
10900,Krowaz,98
10901,Giga Hammer,96
10902,Cuff Binder,98
10910,Pride,83
10911,Gluttony,85
10912,Wrath,92
10913,Sloth,96
10914,Lust,100
10915,Envy,110
10916,Greed,115
11001,Elmorad Kill Point Tower ,20
11002,Karus Kill Point Tower,20
11003,Giant Minotaur,150
11004,Lunar LICH,54
11005,Lunar LICH,54
11006,Wild Boar,45
11007,Attila,85
11011,[Quest]Raven Harpy,70
11012,[Quest]Raven Harpy,70
11020,Ultima,150
11050,Christmas tree,50
11060,Runaway Moon Rabbit,50
11063,Felankor,150
11064,Cursed Knight,133
11065,Cursed Knight,133
11070,Vephar,55
11071,Camio,55
11072,Raum,57
11073,Balam,57
11074,Haagenti,62
11075,Oriax,62
11076,Bifrons,62
11077,Ose,62
11078,Shax,55
11079,Orobas,55
11080,Halphas,58
11081,Corcell,58
31513,[Monster Strategist],1
